opeid,unitid,data.support_center.tutoring_resources.live_tutor,data.support_center.tutoring_resources.all_day_tutor,data.support_center.tutoring_resources.group_tutoring,data.support_center.online_resources.online_tutoring,data.support_center.online_resources.online_mentoring,data.support_center.online_resources.smarthinking,data.support_center.online_resources.tutordotcom,data.support_center.online_resources.nettutor,data.support_center.online_resources.brainfuse,data.support_center.online_resources.askonline,data.support_center.online_resources.online_learning_support,data.support_center.online_resources.instaedu,data.support_center.online_resources.skype,data.support_center.online_resources.google_hangouts,data.support_center.online_resources.blackboard_collaborate,data.support_center.online_resources.etutoring_org,data.support_center.online_resources.ctdlc_org,data.support_center.online_resources.tutorvista,data.support_center.online_resources.wyzant,data.support_center.writing_center,data.support_center.learning_center,data.support_center.career_center,data.support_center.esl_support,data.support_center.peer_mentoring,data.retention_program.retention_programs,data.retention_program.civitas,data.retention_program.starfish,data.retention_program.early_alerts,data.retention_program.retention_support,data.retention_program.learning_support,data.student_groups.learning_community,data.student_groups.cultural_hub,data.student_groups.religious_organization,data.student_groups.student_organization,data.lms.blackboard,data.lms.moodle,data.lms.sakai,data.lms.lms,data.computer_lab,data.academic_planning,data.online_academic_planning,data.personal_development,data.small_business_center,data.mentoring.peer_mentor,data.mentoring.minority_male_mentor,data.mentoring.academic_mentor,data.mentoring.personal_mentor,data.mentoring.faculty_mentor,data.mentoring.minority_mentor,data.advising.one_on_one_advising,data.advising.faculty_advising,data.advising.staff_advising,data.advising.advising_center,data.advising.academic_advising,data.advising.career_advising,data.advising.advising,data.freshman_year,data.remedial_courses.developmental_courses,data.remedial_courses.freshman_seminar,data.remedial_courses.supplemental_courses,data.remedial_courses.summer_classes,data.remedial_courses.placement_tests,data.other.veteran_services,data.other.work_study,data.other.high_school_program,data.other.lti_compliance
130200,123554,true,true,true, , , , , , , , , ,true, , , , , , ,true,true,true, , ,true,true, ,true, , ,true,true,true,true, ,true, ,true,true,true,true,true, ,true, ,true, ,true, ,true,true, ,true,true,true,true,true, ,true,true, ,true, ,true,true, 
2608900,123581, , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , ,true, , , , , , , , , , 
129400,123800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , ,true,true, , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
129500,123970, , , , , , , , , , , , , , , , , , , ,true,true,true, , , , , , , , , ,true,true,true, , , ,true,true,true, ,true, ,true, , , , , , , , , ,true, ,true, , , , ,true, ,true,true, , 
130900,124113, , , , ,true, , , , , , , , , , , , , , , ,true,true, , , , , , , ,true,true, , ,true, ,true, ,true,true,true,true,true, , , , , , , , , , ,true,true, ,true, ,true, ,true,true,true, ,true, , 
760700,124937, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , ,true, , , , , , , , , , , , , ,true, ,true, , , , , , , , , , 
686300,125019, , ,true, , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , ,true, , , ,true,true,true, ,true, , , , , , , , , , , , , ,true, , , , ,true, , ,true, , 
133500,125091,true, , , , , , , , , , , , , , , , , , ,true, ,true,true, ,true, , ,true, ,true, ,true, ,true,true,true, ,true,true,true, ,true, ,true, , , ,true,true, , , , ,true,true,true,true,true, ,true, ,true, ,true,true, 
117600,125462,true, ,true, , , , , , , , , , , , , , , , , ,true,true, ,true, , , ,true, , ,true, , ,true,true, , ,true,true,true, ,true, ,true, , , ,true, , , , , ,true,true,true,true, , ,true,true,true,true,true, , 
2276800,125718, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true,true, , , ,true, ,true, ,true, , , , , , , , , , , ,true, ,true,true, , , , ,true, , , , 
2179937,126030, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , ,true, , , ,true, , , ,true, , , , , , , , , , , , , ,true, , , , ,true, , , , , 
884600,126012, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , ,true, , , ,true, , , ,true, , , , , ,true, , , , , , , ,true, , , , , , , , , , 
133800,125499,true, , , , , , , , , , , , , , , , , , ,true,true,true, , , , , , , ,true,true,true, ,true, , , ,true,true,true, ,true, ,true, , , ,true, , , , , ,true, ,true, ,true, ,true, ,true, ,true, , 
134500,126182,true, ,true, , , , , , , , , , , , , , , , , ,true,true, ,true, , , ,true, , ,true,true, ,true,true, , ,true,true,true, ,true, ,true, , , ,true, , ,true, ,true,true, ,true,true,true,true,true,true,true, ,true,true, 
729700,126605, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , ,true, , ,true, , , , , , , , , , , , ,true,true,true, , , , ,true, , , , 
134400,126119, , ,true, , , , , , , , , , , , , , , , ,true,true,true, , , , , , , , , , , ,true, , , ,true,true,true, ,true, , , , , , , , , , , ,true,true,true, ,true, , ,true,true,true,true, , 
450600,126711,true, , ,true, ,true, , , , , , , , , , , , , , ,true, ,true, ,true, , ,true, ,true,true, , ,true, , , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true,true,true, , , ,true, ,true, , 
137000,126614,true, , , , , , , , , , , , , , , , , , ,true,true,true,true,true, , , , , , ,true,true, ,true, , , ,true,true,true, ,true, ,true, , , ,true, ,true, , ,true,true,true,true, , , , , ,true,true,true, , 
135900,126748, , , , , , , , , , , , , , , , , , , , ,true, , , , , , ,true, , , , , , , , , ,true, ,true, ,true, , , , , , , , , , , ,true,true,true, , , , , ,true, , , , 
135000,126818, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , ,true,true, ,true, , , , , ,true, , , , , , , , , , , , , , ,true,true, , , , , , , , , , 
954200,126942,true,true, ,true,true, , , ,true, , , , , , , , , , ,true,true,true,true,true, , , ,true, , ,true,true,true,true, , , ,true,true,true,true,true, ,true, , , , , , , , ,true,true,true,true,true,true, ,true, ,true,true,true, , 
137100,127060,true, , , , , , , , , , , ,true, , , , , , ,true,true,true,true, , ,true,true,true, ,true,true,true,true,true, , , ,true,true,true,true,true, ,true, , , ,true, ,true,true, ,true,true,true,true,true, ,true, ,true,true,true,true,true, 
135400,127273, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , ,true,true, , , ,true,true, , ,true, , , , , ,true, , , , ,true, , ,true,true, , , ,true, , ,true, , 
754800,127024,true, , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , ,true,true,true, , , ,true,true,true, ,true, , , , , , , , , , , , ,true,true,true, , , , ,true,true, , , 
998100,127617, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , ,true, , , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true,true,true, , , ,true, ,true, , 
1300700,127714, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, ,true,true,true, , , , , , , , , , , ,true, ,true,true,true, , ,true,true, ,true, , 
134900,127741, , ,true,true, , , , , , , , , , , , , , , ,true,true,true, ,true,true, , , , , ,true,true,true,true, , , ,true,true,true, ,true, ,true, , , ,true, , ,true, ,true,true, ,true,true,true, ,true,true, ,true,true,true, 
889600,127820,true,true, ,true, , , , , , , , ,true, , , , , , ,true, ,true, ,true, , , ,true, , ,true, , ,true, , , ,true,true,true, ,true, , , , , , , , , , ,true,true,true,true,true,true, , , ,true, , ,true, 
136100,127732, , ,true, , , , , , , , , , , , , , , , , ,true,true, , , , , , , , ,true, , ,true,true, , ,true,true,true, ,true, , , , , , , , , , ,true,true, ,true, , , , ,true,true, ,true, , 
2117500,127653, , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , ,true, ,true,true, , , ,true,true,true, ,true, ,true, , , ,true, , , , , ,true, ,true,true,true,true, , , ,true,true,true, 
764900,127945, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , ,true, , , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true,true, , , , , , , ,true, 
2116300,127884,true, , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , ,true, , , ,true,true,true, ,true, ,true, , , , , , , , ,true,true, ,true,true, , , , ,true,true,true,true, 
136800,128258,true, , , , , , , , , , , , , , , , , , ,true,true,true, , , , , ,true, , ,true, , ,true, , , ,true,true,true, ,true, , , , , ,true, , , , ,true,true, ,true,true,true, ,true, ,true, ,true, , 
137800,128771, , , , , , , , , , , , , , , , , , , , ,true,true,true, , , , ,true, , , , , ,true,true, , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true, , , , , , , , , , 
141600,128744,true, ,true,true, , , , , , , , , , , ,true, , , , ,true,true, ,true, , , , , , , ,true,true,true, , , ,true,true,true, ,true, ,true, , , ,true, , , , ,true,true, ,true,true,true, ,true, ,true, ,true,true, 
136000,127565,true,true, ,true,true,true, , , , , , ,true, ,true, , , , ,true,true,true,true,true,true, , ,true, ,true,true,true,true,true,true,true, ,true,true,true,true,true, ,true, , , ,true, , ,true, ,true,true,true,true,true,true, ,true,true,true,true,true,true, 
138700,129491, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true,true,true, , , ,true, ,true, ,true, , , , , , , , , , ,true,true, ,true, , , , ,true, , , , , 
451300,129543,true, ,true, , , , , , , , , , , , ,true, , , ,true,true,true, , , , , , , ,true, , , ,true,true, , ,true,true,true, ,true, , , , , , , , , , ,true,true, ,true,true,true, ,true,true,true, ,true, , 
142500,129215, , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , ,true, ,true,true, , ,true,true,true, ,true, ,true, , , ,true, , ,true, ,true,true, ,true, , , ,true, ,true,true,true, , 
698200,129729,true,true,true, , , , , , , , , , , , , , , , ,true,true,true,true,true, , , , , ,true,true,true, ,true,true, , ,true,true,true,true,true, , , ,true, ,true, , ,true, , ,true, ,true,true,true, , ,true,true,true,true, , 
139700,129941, ,true, , , , , , , , , , , , , , , , , , ,true,true, ,true, , ,true,true, ,true,true,true,true,true,true, , ,true,true,true, ,true, ,true, , ,true,true, , , , ,true,true, ,true,true,true, ,true,true,true,true,true, , 
745900,130110, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, ,true, , , ,true,true, , ,true, , , , , , , , , , , , , ,true,true, , , , ,true, , , , 
140200,130226, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
140300,130253,true, , , , , , , , , , , ,true, , , , , , , ,true, ,true, , , , ,true, , ,true,true,true,true,true, , ,true,true,true, ,true, , , ,true, ,true, , , , ,true,true,true,true,true,true,true, ,true,true, ,true,true, 
140900,130314, , , , , , , , , , , , , , , , , , , , ,true,true,true, , , , , , , ,true,true, ,true, , , ,true,true,true, ,true, ,true, , ,true,true, , , , , ,true,true,true,true, , ,true,true, ,true,true, , 
140600,130493, , , , , , , , , , , , , , , , , , , ,true,true,true, , , , , ,true, , ,true,true,true,true,true, , ,true,true,true, ,true, ,true, , , ,true, , ,true, ,true,true,true,true,true,true,true, ,true,true,true,true,true, 
141500,130624, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, ,true, ,true, ,true, , , , , , , , , ,true, ,true,true, ,true, , , , , ,true, 
138000,130776,true, ,true, ,true, , , , , , , , , , , , , , ,true,true, , , , , , ,true, ,true, ,true, ,true,true, , ,true,true,true, ,true, , , , , ,true, , , , , ,true, ,true,true, , , ,true,true, ,true, , 
142400,130697,true,true, ,true, , , , , , , , , , , , , , , ,true,true,true, ,true,true, , , , , ,true,true,true,true,true,true, ,true,true,true, ,true, ,true, , ,true,true, ,true,true, ,true,true,true,true,true, ,true, , ,true, ,true, , 
807400,130882,true, , , , , , , , , , , , , , , , , , ,true,true,true,true, , , , , , ,true,true, , ,true, , , ,true,true,true, ,true, ,true, , , , , , , , , ,true, ,true,true,true, , , ,true,true,true, , 
143300,131098, , , , , , , , , , , , , , , , , , , ,true,true, , ,true, , , , , , ,true, , ,true, , , , , ,true, ,true, , , , , ,true, , , , , ,true, ,true, , , , , ,true, , , , 
143100,130943,true, ,true, , , , , , , , , ,true, , , , , , , ,true,true, ,true,true, , , , , ,true,true,true,true, , ,true,true,true,true, ,true, ,true, , , ,true,true, , , ,true,true, ,true,true,true,true,true,true,true, ,true,true, 
142800,130934,true, ,true, , , , , , , , , , , , , , , , ,true,true,true,true,true, , , , , ,true,true, ,true,true,true, , ,true,true,true, ,true,true,true, , , ,true, , ,true, , ,true, ,true,true, ,true,true,true,true, ,true, , 
794800,131113,true,true, ,true, ,true, , , , , , , , , , , , , , , , , ,true, , ,true,true, ,true, ,true, ,true,true, , ,true,true,true, ,true, ,true, , , ,true, , , , , ,true, ,true,true,true, , , ,true, ,true, , 
143400,131159, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , ,true, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
144100,131399,true, , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , , , ,true, , , , , ,true, ,true, , , , , ,true, , , , ,true,true, ,true,true,true, , , , , , ,true, 
1280300,131405, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , , ,true, , , , , , ,true, , 
144300,131450, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true, , , ,true,true,true, ,true, ,true, , , , , , , , , ,true, ,true,true, , ,true, , , ,true, , 
146400,131973, , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , ,true,true, , ,true,true,true, ,true, , , , , , , , , , , , , ,true,true, , , , , , , , , 
146600,132471,true, , , , , , , , , , , , , , , , , , ,true,true,true, , , , ,true, , ,true,true,true, ,true,true,true, ,true,true,true, ,true, ,true, , ,true,true, ,true, , , ,true, ,true,true,true,true,true,true,true,true,true,true, 
146700,132602,true, , , , , , , , , , , , , ,true, , , , , ,true,true, , , , , ,true, , ,true, ,true,true, , , ,true,true,true, ,true, ,true, , , , , , , , , ,true,true,true,true,true,true,true, ,true, ,true,true, 
147000,132693,true, , ,true, ,true, , , , , , , , , , , , , ,true,true,true, ,true, , , ,true, , ,true,true, ,true, , , ,true,true,true, ,true, ,true, , , ,true, , , , , ,true,true,true,true,true, ,true, ,true,true,true,true, 
150000,132709,true,true, ,true, ,true, , , , , , , , , , , , , ,true,true,true,true, , , ,true,true, ,true,true,true,true,true, , , ,true,true,true,true,true, ,true,true, , , , ,true, , ,true,true,true,true,true,true, ,true, ,true, ,true,true, 
147100,132851,true, ,true,true, ,true, , , , , , , , , , , , , ,true,true,true,true, , , ,true,true, ,true,true,true, ,true, , , ,true,true,true,true,true,true, , , , , , , , , , ,true,true,true,true,true, , , ,true,true,true, , 
395400,132903,true, , , , , , , , , , , ,true, , , , , , , ,true,true, , , , , , , , ,true, , ,true, , , ,true,true,true, ,true, ,true, , , , , , , , ,true,true, ,true,true, , , , , ,true, ,true, 
147800,133526, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , ,true, ,true, ,true,true,true, ,true, ,true, , , , , , , , , ,true, ,true, ,true, , , , , ,true, , 
147900,133553, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , , , ,true, , , ,true,true,true, ,true, , , ,true, , , , , , , ,true, ,true, , , , , , , , , , 
148400,133702, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , ,true, ,true,true, , , ,true,true,true, ,true, ,true, , , ,true, , , , , ,true, ,true,true,true, , , ,true,true,true,true, 
789300,133711, , , , , , , , , , , , , , , , , , , ,true,true,true, ,true, , , , , , ,true,true,true,true, , , ,true,true,true, ,true, , , , , ,true, , , , , ,true,true,true,true,true, , , ,true, ,true, , 
2172700,133863, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , ,true, , , , , , , , , , , , , ,true, ,true, , , , , , , , , , 
148200,133809, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , ,true, , ,true, , , ,true,true,true, ,true, , , , ,true, , , ,true, , ,true,true,true, , , ,true,true, , , , , 
146900,133881,true, , , , ,true, , , , , , , , , , , , , , ,true, , , , , , , , , , , , ,true, , , ,true,true,true, ,true, , , , , ,true, , ,true, ,true,true, ,true,true, , , ,true,true, ,true, , 
148600,133979,true, , , , , , , , , , , , , , , , , , , ,true,true, ,true, , , , , , , ,true, ,true, , , ,true,true,true, ,true, ,true, , , , , ,true, , , ,true,true,true,true,true, , , ,true,true,true, , 
148500,133960,true, , , , , , , , , , , , , , , , , , , ,true, , , , , , , , ,true, , , ,true, , , , ,true,true, ,true, , , , , , , , , , , ,true, ,true, ,true, , , ,true, ,true, , 
148900,134097, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , ,true, , , ,true,true,true, ,true, , , , , , , , , , ,true, , ,true, , , , , , , , , , 
2218700,134112, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true,true, , ,true, , , , , , , , , , , , , , , , , , , , , ,true, , 
2362100,134237, , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , ,true, , , , , , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true, , , , , , , , , , 
149300,134608, , , , , , , , , , , , , , , , , , , ,true,true,true, , , , , , , , ,true,true, ,true,true, , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true,true, , , , ,true, , ,true, 
2228300,135179, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , , , ,true, , , ,true,true, , ,true, , , , , , , , , , , , , , ,true, , , , ,true, , ,true, 
558500,135276, , , , , , , , , , , , , , , , , , , , , ,true, , , , , ,true, , , , , , , , , , ,true, , ,true, , , , , , , , , , , , , , , ,true, , , ,true, ,true, , 
150100,135160, , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , ,true, , ,true, , , , ,true,true, ,true, , , , , ,true, , , , ,true,true,true,true,true,true, , ,true,true, ,true,true, 
787000,134495,true, , ,true, ,true, , , , , , ,true, , , , , , ,true,true,true, , ,true, ,true,true, , ,true,true, ,true,true, , ,true,true,true,true,true, ,true,true, , ,true, ,true,true, ,true,true,true,true,true,true, ,true, ,true,true,true, , 
558600,135294, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true,true, , ,true, , , , , , , , , , , , , , , , , , , ,true, , ,true, 
1016100,135337, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, ,true, ,true, , , , ,true, , , , , , ,true, ,true, , , , , , , , , , 
2316200,135647, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , , , ,true, , , , , , ,true, 
150800,136145, , , ,true, ,true, , , , , , , , , , , , , , , , , ,true, , , , , , , , , ,true, , , ,true,true,true, ,true, , , , , , ,true, , , , ,true, ,true,true,true, ,true,true,true, ,true, , 
150900,136215,true, , ,true, , , , , , , , ,true, , , , , , ,true,true,true, , , , ,true,true, , ,true, ,true,true,true, ,true,true,true,true, ,true, ,true, , , ,true, , , , ,true,true,true,true,true, , ,true,true,true,true,true, , 
153600,135726, , , , , , , , , , , , , , , , , , , ,true,true,true, ,true,true, , , , , ,true,true,true,true,true, , ,true,true,true, ,true, ,true, ,true, ,true,true,true, , ,true,true,true,true,true, ,true, ,true,true, ,true,true, 
151000,136233, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , ,true, , , ,true, , , ,true,true,true, ,true, , , ,true, , , , , , ,true,true,true,true,true,true, , , ,true, ,true,true, 
151200,136358,true, , ,true, ,true, , , , , , , , , , , , , , ,true,true, , , , , ,true, , ,true,true, ,true,true, ,true,true,true,true, ,true, ,true, , , , , , , , , ,true,true,true,true,true, ,true,true,true,true,true,true, 
151400,136516,true, , ,true, , , , , , , , , , , , , , , ,true,true, , , , , , , , , , , , ,true, , , ,true, , , ,true, , , , , , , , , , , , , ,true, , , , , ,true, ,true, , 
2554200,136659, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , ,true, , ,true, , , , , , , , , , , , , , , , , , , , , ,true,true, 
2511700,136765, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , 
884900,136330,true,true, ,true, ,true, , , , , , , , , , , , , , ,true, , ,true, , , ,true, , , ,true, ,true, , , ,true,true, , ,true, ,true, , , ,true, , ,true, , , , ,true,true, , , ,true,true, ,true, , 
1254400,137023, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , ,true, , ,true,true, , , , , , , , , , , , , ,true, , , , , ,true, , ,true, 
1257400,136774,true, , , , , , , , , , , ,true, , , , , , , ,true,true,true, , , , , , , , , ,true,true, , , ,true,true,true, ,true, , , , , ,true, , , , , ,true, ,true, , , , , , , ,true, , 
152600,137032,true, , ,true, ,true, , , , , , , , ,true, , , , , ,true,true, , , , , , , , ,true, ,true,true, , , ,true,true,true, ,true, ,true, ,true, ,true, , , , , ,true, ,true,true,true, ,true,true,true,true,true,true, 
152800,137078,true,true, , , , , , , , , , , , , , , , , , ,true,true, , , , , ,true, ,true, ,true,true,true, , , ,true,true,true,true,true, , , , , , , , , , , ,true,true,true,true,true, , ,true,true,true,true,true, 
152000,137209,true, , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , ,true, ,true, , ,true,true,true,true, ,true, , , , , ,true, , , , , ,true, ,true,true,true, , ,true,true, ,true,true, 
152200,137315,true, , ,true, ,true, , , , , , , , , , , , , , ,true,true, , , , , , , , , , , ,true, , , ,true,true,true,true,true, , , , , , , ,true, , ,true,true,true,true,true,true, , , ,true,true,true, , 
152300,137281,true, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true,true, , , ,true,true, ,true, , , , , , , , , , , ,true, ,true,true,true, , , ,true, ,true,true, 
153100,137546,true, , , , , , , , , , , , , ,true, , , , ,true,true,true, ,true, ,true, , , ,true,true,true,true,true,true, , ,true,true,true,true,true, ,true, , , ,true, , ,true, ,true,true,true,true,true, ,true, ,true,true,true,true, , 
152100,137564,true, , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , ,true, , , , ,true, ,true, ,true, ,true, , , , , , , , , , , ,true, ,true,true,true, , ,true,true, , ,true, 
153700,137351,true, , , , , , , , , , , ,true, , , , , , ,true,true,true, , ,true, , , , , ,true,true,true,true, , , ,true,true,true, ,true,true,true, , , ,true, , , , ,true,true, ,true,true,true, ,true,true,true,true,true,true, 
675000,138187,true,true,true,true, ,true, , , , , , , , , , , , , ,true,true,true, ,true, ,true, ,true, ,true,true, , ,true,true, , ,true,true,true,true,true, ,true, , , ,true, , ,true, ,true,true,true,true,true,true, ,true, ,true,true,true,true, 
884800,138275, , , , , , , , , , , , , , , , , , , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true,true,true, ,true, , , , , , , , , , , ,true, ,true,true, , , , , , , , , 
395500,138354, , , , , , , , , , , , , , ,true, , , , , ,true,true, , , , ,true,true, ,true,true,true, ,true, ,true, ,true,true,true, ,true, ,true, , , ,true, , , , ,true,true,true,true,true, ,true,true,true,true,true,true,true, 
154100,138558,true, , ,true, ,true, , , , , , , , , , , , , ,true,true, , , , , , ,true, ,true,true,true, ,true, , , , ,true,true, ,true, , , , , , , , , , , ,true, ,true,true,true, , , ,true, ,true, , 
154200,138600,true, , , , , , , , , , , , , , , , , , ,true,true, , ,true, , , , , ,true,true, ,true,true, ,true, ,true,true,true, ,true, , , , , ,true, , , , , ,true, ,true,true,true, ,true,true,true, ,true, , 
154300,138691,true,true, ,true, , , , , , , , , , , , , , , ,true,true,true, ,true, , , ,true, ,true, , ,true,true, , , ,true,true,true, ,true, , , , , , , , , , ,true,true, ,true,true, , ,true, ,true,true,true, , 
154400,138716,true, , , , , , , , , , , , , , , , , , , ,true,true, , , , , ,true, ,true,true,true, ,true, , , ,true,true,true, ,true, , , , , ,true, , , , ,true,true,true,true,true,true, ,true, ,true,true,true, , 
854300,138840,true, ,true, , ,true, , , , , , , , , , , , , , ,true,true,true, , , , ,true, ,true, , , ,true, , , ,true,true,true, ,true, , , , , , , , , , , , , ,true,true, , , ,true,true, ,true,true, 
3173300,138929, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , ,true, ,true, ,true,true,true, ,true, ,true, , , , , , , , , ,true,true,true,true, , , , , , , , , 
155900,138947, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true,true,true, ,true, , , , , , , , ,true, , ,true, ,true,true, , , , , , ,true, , 
1107400,139010, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , ,true, , , ,true, , , ,true,true,true, ,true, , , , , , , , , , , , , ,true,true, , , ,true,true, ,true, , 
155700,139205, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true,true, ,true,true, , , ,true,true, , ,true,true, , , , , , , , , , , , ,true,true, , , , ,true, ,true, , 
155600,139199, , , , , , , , , , , , , , , , , , , ,true,true,true, ,true, , , , , , , , , ,true, , , ,true,true,true, ,true, , , , , , , , ,true, , ,true, ,true,true, , , , ,true, , , , 
3635300,139287, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true,true, ,true, , , , ,true, , 
897600,139311,true, , , , , , , , , , , ,true, ,true, , , , , ,true,true, ,true, , , , , ,true,true,true, ,true, , ,true,true,true,true,true,true, ,true, , , ,true, , , , ,true,true, ,true,true,true,true,true,true,true, ,true, , 
1099700,139621, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true,true, ,true, , , , , ,true, , , , , ,true, ,true, , , , , ,true, ,true, , 
156300,139630, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , , ,true,true, , , ,true,true, , ,true, , , , , , , , , , , , , , ,true, ,true, , ,true, ,true, , 
1303900,139579, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , , ,true,true, , , ,true, ,true, , 
156900,139755, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , 
157200,139931, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , ,true, , ,true, , , , ,true, , ,true, , , , , , , , , , , , , ,true,true, , , ,true, ,true, , , 
395600,139463,true, , , , , , , , , , , , , , , , , , ,true,true,true,true, , , , , , ,true,true, ,true,true, , , ,true,true,true, ,true, ,true, , , , , , , , ,true,true, ,true,true,true, ,true, ,true,true,true, , 
2508600,140085, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , ,true, ,true, ,true, , , , , , , , , , , ,true, ,true,true, , , , ,true, , ,true, 
562100,139986, , , , , , , , , , ,true, , , , , , , , , ,true,true, , , , , , , ,true, , , ,true, , , ,true,true,true, ,true, ,true, , , , , , , , , ,true, ,true, , , , , ,true, ,true,true, 
348400,139393,true, , , , , , , , , , , , , , , , , , ,true,true,true, ,true, , , , , , , , , ,true, , , ,true,true,true, ,true, , , , , , , , ,true, , ,true, ,true,true, , , , ,true, ,true,true, 
156800,140146, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , ,true, ,true, , , , , ,true, , , , , , , , , , , , , , ,true, , , ,true, , ,true, , 
576300,140304, , ,true, , ,true, , , , , , , , , , , , , , ,true,true, , , , , ,true, ,true, , , ,true, , , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true,true,true, , , ,true,true,true,true, 
157700,140164,true, , ,true, , , , , , , , , , ,true, , , , ,true,true,true, ,true, , , , , ,true,true, , ,true, , , ,true,true,true, ,true, ,true, , , ,true, , , , ,true,true, ,true,true,true,true,true,true,true,true,true, , 
